carat,cut,color,clarity,depth,table,price
0.31,Premium,H,VS1,61.7,61.0,698
0.96,Ideal,I,VS2,59.8,57.0,3462
0.51,Ideal,F,VVS1,62.0,57.0,2787
0.71,Very Good,H,SI2,62.2,55.1,2339
1.03,Very Good,D,VS2,63.3,57.0,7102
1.03,Ideal,G,VVS1,61.7,56.0,7708
1.1,Ideal,G,SI1,61.6,56.0,5610
0.33,Ideal,D,VS2,61.1,56.0,822
1.1,Premium,E,SI1,60.0,58.0,4472
0.5,Premium,E,VS2,60.7,59.0,1581
0.59,Ideal,I,VS2,61.8,56.0,1371
0.41,Premium,G,VS2,61.6,58.0,827
0.91,Ideal,G,SI1,61.9,56.0,4731
1.01,Good,D,SI2,63.6,57.0,4719
0.5,Ideal,D,SI2,61.0,57.0,1250
0.9,Very Good,F,SI2,62.0,61.0,3770
0.55,Ideal,G,VVS2,61.9,56.0,2022
0.75,Ideal,I,VS1,59.9,57.0,2562
1.21,Premium,H,VS2,60.5,60.0,6722
0.71,Premium,D,VS2,58.7,61.0,2968
0.34,Ideal,E,IF,62.0,56.0,1163
0.72,Good,F,SI1,63.1,56.0,2647
0.45,Ideal,F,VS2,62.8,55.0,945
1.02,Very Good,H,SI1,63.5,55.0,4487
0.37,Ideal,E,VS2,61.2,57.0,1041
1.2,Very Good,G,SI1,62.8,57.0,6526
0.41,Ideal,F,VS1,61.5,55.0,1180
0.55,Ideal,G,VS1,60.9,56.0,1591
1.02,Very Good,G,SI1,63.0,55.0,4633
0.25,Very Good,D,VS1,60.0,63.0,388
0.71,Ideal,E,SI1,60.5,56.0,2823
0.83,Very Good,J,VS2,60.5,55.0,2444
0.4,Ideal,G,VS1,62.8,56.0,1125
0.31,Premium,E,SI1,62.6,60.0,544
0.27,Good,E,VS1,57.5,63.0,377
1.01,Good,F,SI1,63.6,58.0,4355
0.41,Very Good,E,VS1,62.2,58.0,954
2.0,Premium,D,SI2,61.0,58.0,14406
2.02,Ideal,G,SI2,63.5,54.0,15814
0.9,Very Good,H,VVS2,60.3,61.0,4432
0.9,Very Good,G,SI1,62.9,56.0,3945
1.75,Premium,E,SI2,60.9,59.0,12238
1.5,Premium,D,SI2,59.9,62.0,10517
0.9,Good,G,SI1,63.7,56.0,3074
0.54,Ideal,H,VS1,60.9,55.0,1762
1.53,Very Good,F,SI1,61.9,56.0,12621
1.11,Ideal,G,SI1,60.8,57.0,6065
0.51,Fair,G,SI1,64.5,56.0,1160
0.32,Ideal,G,VS2,62.5,56.0,561
0.55,Very Good,F,VVS2,63.1,56.0,2102
1.13,Ideal,F,VS2,61.8,54.0,7756
0.3,Ideal,G,VVS1,62.0,58.0,764
1.34,Very Good,D,SI2,62.3,59.0,7230
2.03,Very Good,J,VVS2,63.2,60.0,16043
2.01,Fair,G,I1,70.2,57.0,6315
0.52,Ideal,E,VS2,62.2,54.0,1825
1.07,Ideal,E,SI2,61.4,57.0,5393
1.45,Premium,G,VS1,60.5,60.0,8740
1.37,Ideal,F,VS1,59.6,57.0,11649
1.24,Very Good,G,VS2,59.1,59.0,8064
2.04,Ideal,G,SI1,59.0,57.0,18663
0.9,Ideal,D,VVS1,62.0,56.0,8979
1.44,Ideal,D,SI1,63.0,55.0,10725
1.03,Premium,G,SI2,63.0,60.0,3824
0.3,Premium,D,SI1,62.5,58.0,552
0.74,Premium,I,SI2,61.0,60.0,2051
0.35,Premium,H,VVS2,61.9,58.0,906
1.14,Very Good,F,VVS1,62.2,55.9,11737
2.02,Very Good,G,SI2,63.3,57.0,9853
0.7,Premium,J,VS2,62.0,62.0,1775
0.27,Premium,E,VVS1,60.6,58.0,622
1.01,Good,F,VVS2,60.3,62.0,8647
0.3,Ideal,H,VVS2,61.5,57.0,776
0.5,Good,D,SI2,57.1,63.0,1141
1.0,Fair,E,SI2,55.4,62.0,3011
0.53,Ideal,D,SI2,61.9,55.0,1412
0.56,Ideal,E,SI1,61.7,56.0,1580
0.46,Premium,E,VS1,61.9,58.0,1437
0.35,Good,E,SI2,63.9,55.0,491
0.55,Ideal,H,SI2,61.4,55.0,959
0.95,Good,I,SI2,63.8,57.0,2956
0.87,Ideal,D,SI1,62.6,56.0,4108
0.35,Ideal,D,SI2,62.4,57.0,625
0.5,Ideal,D,VS2,62.8,56.0,1845
0.71,Ideal,D,VS2,59.9,57.0,3540
0.71,Very Good,G,SI1,61.2,61.0,2266
0.7,Ideal,E,VS2,60.8,56.0,3504
1.01,Very Good,F,VVS1,61.4,58.0,9810
0.73,Premium,F,VS2,59.9,59.0,2841
0.24,Ideal,F,IF,61.6,57.0,678
1.66,Very Good,I,SI1,63.0,57.0,8901
0.51,Premium,D,SI1,62.2,58.0,1619
1.07,Ideal,G,SI1,60.2,57.0,5453
1.12,Premium,H,SI1,61.6,59.0,5266
1.01,Premium,D,SI1,61.6,60.0,5543
2.18,Very Good,G,SI2,63.1,58.0,16878
0.75,Ideal,E,SI1,61.4,57.0,2831
1.05,Premium,H,SI1,59.3,58.0,5161
0.54,Premium,E,VS2,60.7,56.0,1760
1.11,Ideal,J,SI1,62.1,56.0,4259
1.41,Good,E,VVS2,59.9,61.0,14853
0.55,Very Good,F,VS2,62.5,62.0,1599
0.52,Ideal,I,VS1,61.5,56.0,1357
0.51,Premium,E,SI1,61.8,58.0,1343
0.92,Ideal,D,SI2,60.3,56.0,3997
0.38,Ideal,D,VS1,62.3,54.0,983
0.36,Ideal,I,VVS1,61.6,56.0,607
1.31,Good,I,VS2,62.5,56.0,7236
1.4,Ideal,G,VS2,62.1,55.0,10427
1.0,Premium,E,SI1,59.1,58.0,4805
0.37,Good,F,VS2,63.3,56.0,746
1.16,Ideal,F,VS2,61.4,56.0,9432
1.03,Very Good,G,VS1,63.0,56.0,6539
0.32,Very Good,H,VS2,60.6,58.0,505
0.31,Very Good,H,VS2,61.9,58.0,489
0.51,Premium,G,VS1,62.1,60.0,1781
0.77,Good,E,SI2,58.1,63.0,2371
0.31,Ideal,D,VS2,61.9,56.0,734
1.37,Very Good,G,SI2,62.8,57.0,6609
0.42,Ideal,E,VS2,61.7,56.0,958
1.32,Very Good,I,SI1,62.1,57.0,6810
1.06,Ideal,G,VS1,61.7,55.0,8093
1.01,Ideal,E,SI2,59.6,60.0,4604
1.06,Ideal,E,SI2,60.7,57.0,3977
1.04,Good,E,SI1,63.5,56.0,5285
0.72,Ideal,E,SI2,62.5,55.0,2530
1.12,Ideal,E,SI1,61.6,55.0,6458
1.21,Good,J,SI2,63.7,55.0,4269
1.09,Ideal,D,SI1,61.9,57.0,6133
0.41,Good,G,SI1,63.4,57.0,671
1.26,Premium,E,SI2,60.3,60.0,5058
0.82,Ideal,F,SI1,62.1,56.0,3361
0.56,Premium,G,SI2,59.6,58.0,1103
0.41,Premium,E,SI1,61.2,59.0,705
0.3,Ideal,E,IF,62.0,54.0,943
0.26,Ideal,H,VS1,62.2,55.0,482
0.43,Premium,H,SI1,60.2,57.0,919
0.73,Ideal,E,VS2,61.6,56.0,3429
1.2,Ideal,I,SI1,62.3,53.0,5694
0.42,Premium,G,VS1,60.9,58.0,984
0.31,Ideal,G,IF,61.0,56.0,924
0.23,Very Good,F,VS2,61.0,59.0,402
0.51,Ideal,G,VVS2,61.2,56.0,2303
1.36,Premium,J,VS2,58.4,59.0,6157
0.31,Very Good,E,VS2,62.8,57.0,680
1.24,Ideal,G,VVS2,61.4,58.0,10395
0.31,Ideal,G,VVS2,60.8,56.0,907
1.01,Ideal,D,VVS2,61.1,57.0,11057
0.55,Premium,F,SI1,61.9,59.0,1617
1.01,Good,H,SI1,59.5,62.0,5197
1.22,Ideal,G,VVS2,60.0,58.0,11003
0.74,Ideal,G,VVS2,60.9,58.0,3495
0.8,Fair,G,SI2,61.2,58.0,2246
1.06,Ideal,E,VS2,61.3,57.0,9092
0.32,Ideal,G,VVS2,61.6,56.0,708
0.59,Premium,E,VS2,62.5,56.0,2578
0.34,Ideal,D,VVS1,61.7,56.0,1133
0.3,Good,D,SI1,63.4,54.0,515
0.31,Premium,E,VS2,61.3,60.0,680
0.3,Ideal,G,IF,62.4,55.0,799
0.32,Ideal,D,VVS2,62.2,56.0,1014
1.59,Ideal,I,VS2,61.1,55.0,9972
0.36,Ideal,I,VS2,61.8,55.0,505
1.57,Premium,H,VS2,61.0,59.0,11575
0.3,Premium,F,VS2,62.2,58.0,605
0.41,Very Good,G,SI1,60.4,58.0,735
0.32,Ideal,F,VS2,60.9,56.0,610
0.34,Ideal,D,VVS1,61.5,56.0,1133
2.0,Good,H,VS2,57.3,59.0,14042
0.9,Very Good,F,SI1,62.8,56.0,3842
0.57,Ideal,E,SI1,61.8,57.0,1728
2.03,Premium,E,SI1,62.9,57.0,16629
1.2,Ideal,H,VS1,61.9,57.0,5242
0.31,Good,H,SI1,63.6,57.0,573
0.32,Premium,H,VS1,62.3,58.0,561
1.21,Ideal,F,VS2,62.6,55.0,6261
0.31,Ideal,H,VVS1,62.2,54.0,687
0.71,Ideal,E,VVS1,62.3,55.0,4231
2.03,Good,H,SI2,59.6,61.0,14720
0.3,Good,J,SI1,64.0,55.0,339
0.32,Very Good,E,VS2,61.6,58.0,594
0.34,Good,H,SI1,63.3,56.0,490
2.04,Premium,H,SI1,58.0,59.0,14888
0.41,Premium,D,SI2,62.0,58.0,876
1.2,Very Good,F,VS2,62.9,57.0,9331
0.31,Very Good,G,VS1,62.7,54.0,542
0.32,Premium,G,VS2,62.5,60.0,720
1.02,Ideal,D,VS1,60.5,56.0,8181
0.71,Very Good,J,VS1,63.3,55.0,1981
0.58,Ideal,E,VS1,62.6,56.0,1893
0.56,Ideal,D,VS2,61.0,57.0,2066
0.76,Ideal,D,VVS2,62.3,57.0,4223
1.47,Premium,I,SI2,61.6,59.0,6403
1.01,Good,D,VS2,62.1,59.0,6998
0.5,Very Good,E,SI1,61.4,63.0,1128
1.05,Ideal,D,SI2,62.1,58.0,5702
1.04,Ideal,G,SI2,62.0,57.0,4200
1.03,Premium,F,SI1,61.5,59.0,5087
0.5,Ideal,G,VVS1,62.2,56.0,1897
1.07,Premium,H,SI1,59.2,61.0,5237
1.51,Ideal,D,SI1,61.9,57.0,11834
0.41,Ideal,F,VS2,62.6,57.0,1107
0.54,Ideal,D,VS1,61.6,54.0,1987
1.0,Very Good,G,VVS2,60.3,62.0,7163
1.23,Very Good,H,VS2,60.2,63.0,7177
1.7,Ideal,I,VS2,61.7,56.0,11360
0.56,Ideal,G,VS2,60.9,56.0,1662
2.01,Fair,G,SI2,65.9,57.0,10887
1.14,Premium,D,SI1,58.9,59.0,6256
1.74,Premium,D,SI2,61.9,58.0,12052
0.86,Very Good,I,VS1,61.2,58.0,2905
0.72,Very Good,E,SI1,60.0,57.0,2479
1.23,Ideal,D,VVS2,62.4,55.0,13653
0.32,Ideal,I,VS2,61.5,56.0,576
1.64,Ideal,I,VS2,60.6,57.0,12199
0.51,Ideal,G,VS2,62.0,56.0,1343
0.77,Very Good,G,VS1,62.3,58.0,3240
1.62,Ideal,I,VVS1,61.5,58.0,12186
0.23,Very Good,E,VVS1,61.4,59.0,530
1.52,Very Good,I,VS2,63.3,61.0,8938
1.61,Premium,G,SI1,62.6,58.0,11303
1.14,Very Good,F,VS2,59.0,60.0,8131
0.47,Premium,G,SI1,62.7,58.0,995
0.55,Very Good,G,VVS2,57.1,63.0,1879
1.0,Premium,H,VVS1,62.3,60.0,6132
0.71,Ideal,E,VS2,61.9,55.0,3773
0.41,Ideal,J,VS1,62.7,54.0,648
0.29,Ideal,E,VVS2,62.0,55.0,858
0.41,Good,D,SI2,63.1,54.0,638
0.26,Very Good,G,VVS2,62.2,56.0,426
0.72,Ideal,E,SI1,61.0,57.0,2835
0.33,Very Good,F,VVS1,63.3,57.0,980
1.2,Premium,E,SI1,61.8,56.0,6653
0.9,Very Good,H,SI1,62.3,58.0,3595
0.9,Very Good,H,SI2,62.4,58.0,3250
0.58,Ideal,F,VVS2,61.9,56.0,2401
1.95,Very Good,H,SI1,62.9,58.0,14603
1.0,Good,E,SI2,63.7,61.0,3819
0.33,Ideal,E,SI1,61.2,56.0,702
0.3,Good,J,SI1,63.4,54.0,351
0.34,Premium,F,VS2,59.8,59.0,854
0.32,Premium,D,SI1,60.4,58.0,756
1.02,Very Good,G,VS2,60.5,54.0,6058
1.51,Very Good,G,VS1,63.1,55.0,12603
0.42,Premium,D,SI2,60.1,58.0,898
0.35,Premium,F,VS2,61.4,59.0,706
1.2,Ideal,E,VVS2,61.5,57.0,11883
1.2,Premium,F,SI1,60.2,58.0,6604
1.25,Ideal,H,VS2,61.1,55.0,8498
0.57,Ideal,F,VS1,61.9,55.0,2189
1.0,Good,D,VS2,60.8,61.0,6189
1.56,Very Good,H,VVS2,63.3,58.0,12098
0.38,Ideal,I,VVS2,62.0,55.0,721
1.51,Ideal,D,SI1,60.7,59.0,12648
0.66,Ideal,D,VS2,61.8,56.0,1981
2.01,Fair,G,SI2,65.9,57.0,10887
0.78,Very Good,G,VS2,61.7,58.0,3074
0.3,Ideal,J,VS1,59.7,57.0,506
0.46,Ideal,J,IF,61.8,56.0,1221
0.76,Very Good,F,SI2,62.7,55.0,2469
1.32,Premium,H,SI2,59.4,54.0,4879
0.81,Ideal,F,SI1,61.2,57.0,3146
0.31,Very Good,E,VVS1,62.5,59.0,725
0.5,Premium,G,VS1,60.3,60.0,1629
0.35,Premium,E,VS1,62.3,60.0,1063
0.42,Ideal,F,VS2,62.0,55.0,872
1.03,Premium,H,SI2,62.3,59.0,4078
0.57,Premium,E,VS2,61.0,58.0,1949
0.73,Ideal,D,VS2,61.4,56.0,3528
1.04,Premium,D,SI2,58.3,58.0,3780
0.3,Ideal,H,VVS1,61.9,55.0,878
0.5,Very Good,E,SI2,59.9,57.0,1097
0.3,Premium,G,VS1,61.9,59.0,605
0.31,Ideal,D,SI1,61.8,57.0,732
0.41,Good,E,SI1,63.3,57.0,755
2.01,Very Good,J,SI2,61.0,57.0,11110
0.27,Very Good,G,VS1,61.9,56.0,439
1.51,Good,I,SI1,63.7,61.0,8097
0.7,Premium,H,SI1,59.0,60.0,2331
1.0,Ideal,G,VS2,62.6,57.0,5967
0.31,Premium,D,SI1,61.4,58.0,732
1.47,Very Good,J,VS2,62.5,59.0,6763
0.71,Very Good,E,VS1,59.8,58.0,3112
1.08,Ideal,F,SI1,62.7,57.0,5327
0.96,Fair,G,I1,64.5,60.0,2068
0.56,Very Good,H,VS1,59.8,56.0,1688
1.01,Ideal,G,VS2,61.5,57.0,6516
0.34,Ideal,E,VVS1,61.8,57.0,1001
1.01,Premium,H,SI1,58.2,62.0,4191
0.3,Very Good,H,VVS1,63.4,57.0,878
1.01,Fair,F,SI2,64.6,59.0,3540
0.73,Premium,F,SI1,61.9,60.0,2527
1.04,Ideal,F,VS2,62.0,55.0,7459
0.9,Good,G,IF,61.8,61.0,5855
0.71,Fair,E,SI1,64.7,59.0,2352
0.7,Fair,D,SI1,64.9,64.0,2352
0.26,Ideal,D,VVS2,62.5,56.0,769
1.13,Very Good,F,SI1,61.2,59.0,5017
1.15,Premium,E,SI2,61.8,56.0,4701
1.05,Premium,H,SI1,61.3,58.0,5228
0.4,Very Good,I,VVS2,63.7,58.0,782
0.9,Very Good,E,VVS2,63.7,57.0,6892
0.55,Premium,D,SI1,60.5,60.0,1698
0.36,Premium,F,VS1,60.7,58.0,1013
1.18,Ideal,I,VS2,62.3,56.0,6304
0.3,Ideal,E,VVS2,61.6,56.0,766
0.51,Ideal,E,SI1,62.4,55.0,1443
0.4,Ideal,E,VVS1,62.4,57.0,1333
0.93,Very Good,J,VS2,62.8,56.0,3576
1.1,Ideal,E,SI2,59.4,54.0,4071
0.87,Ideal,H,VS2,62.3,57.0,3372
0.7,Ideal,F,SI2,62.0,56.0,2355
0.3,Ideal,H,VVS2,61.9,54.5,631
0.31,Ideal,I,VS2,61.6,55.0,452
1.23,Ideal,J,VS2,61.2,57.0,6015
0.51,Very Good,H,VS1,62.5,58.0,1343
0.32,Ideal,D,VS2,61.8,55.0,842
1.5,Ideal,I,VS1,62.8,57.0,9533
0.3,Ideal,D,VS2,59.5,56.0,778
1.6,Premium,G,SI1,62.2,58.0,11926
0.3,Ideal,H,VS2,61.9,57.0,491
0.71,Good,I,VVS1,63.4,57.0,2549
0.51,Premium,F,VS2,61.4,58.0,1619
1.01,Premium,F,SI1,61.9,56.0,5599
1.42,Very Good,F,VVS1,58.4,62.0,15665
0.36,Ideal,F,VVS2,61.4,56.0,1059
0.53,Ideal,D,VS2,60.2,57.0,1956
0.5,Very Good,E,VS1,62.6,57.0,1755
0.41,Premium,G,SI1,60.3,59.0,719
0.41,Good,D,SI1,63.3,55.0,738
1.01,Good,J,SI2,63.7,60.0,3088
0.23,Very Good,F,VVS2,63.3,57.0,505
0.9,Very Good,I,SI1,60.6,56.0,3730
0.5,Good,G,VVS2,61.2,63.3,1690
1.26,Good,G,SI1,63.2,61.0,6874
1.71,Very Good,I,VS2,62.8,59.0,11850
0.71,Very Good,G,SI1,61.6,61.0,2515
0.43,Ideal,J,IF,62.4,56.0,952
0.51,Good,H,SI1,63.4,57.0,1119
0.33,Premium,G,VS1,61.6,58.0,666
0.72,Very Good,I,VS2,61.8,60.0,2109
1.12,Ideal,H,VS2,61.8,55.0,6110
0.9,Good,D,VS2,57.7,61.0,4717
0.54,Premium,F,SI2,59.6,60.0,1154
1.2,Very Good,J,VS2,58.7,60.0,5234
0.24,Very Good,E,VVS1,60.7,60.0,485
1.02,Very Good,G,VS1,61.9,58.0,6694
0.31,Good,F,VS1,63.9,55.0,607
1.01,Good,F,VS2,63.9,58.0,6330
1.01,Very Good,F,VVS2,61.9,56.0,8525
0.32,Ideal,G,VVS1,60.2,56.0,1080
0.32,Ideal,I,VVS2,61.5,56.0,720
0.36,Ideal,D,SI1,62.7,57.0,851
2.04,Very Good,I,SI1,62.9,54.0,17323
0.3,Very Good,D,VS1,62.1,58.0,742
1.34,Very Good,G,VS2,60.7,59.0,9127
1.52,Good,J,VS2,63.5,58.0,7370
1.23,Good,D,I1,63.7,58.0,3977
0.72,Ideal,E,SI1,61.0,56.0,2951
1.61,Premium,F,VS2,62.3,59.0,15426
0.72,Very Good,I,VS2,62.1,57.5,2326
1.02,Fair,I,SI2,64.5,56.0,3084
1.01,Fair,G,VS1,64.6,60.0,6353
0.45,Ideal,I,VS1,62.1,55.0,825
0.35,Good,D,SI1,57.7,60.0,739
0.91,Very Good,H,VS2,61.6,60.0,3887
0.36,Premium,G,SI1,62.0,59.0,689
1.06,Ideal,F,SI2,60.7,57.0,4568
1.01,Good,I,SI2,62.6,59.0,3399
1.51,Good,E,I1,63.6,60.0,5647
0.72,Ideal,G,SI1,61.4,54.0,2548
0.31,Ideal,G,VVS2,60.8,56.0,687
1.01,Very Good,D,VS1,63.1,56.0,7785
0.51,Premium,D,VS2,59.7,58.0,1787
1.01,Very Good,F,SI2,60.7,57.0,4004
0.47,Good,H,VS1,65.1,59.0,1031
0.76,Premium,G,VS2,61.8,58.0,2744
0.51,Ideal,I,SI2,61.3,55.0,991
1.04,Good,F,SI2,58.5,61.0,4257
0.3,Fair,F,VS2,56.3,64.0,729
0.52,Very Good,H,SI1,62.6,59.0,1161
1.6,Premium,H,SI2,59.4,59.0,8333
1.2,Very Good,E,VVS2,59.5,54.0,12253
0.71,Ideal,G,SI1,61.6,57.0,2738
0.7,Very Good,F,VS2,59.5,58.0,2812
0.75,Very Good,E,SI2,60.9,59.0,2383
1.04,Ideal,D,VS2,61.9,55.0,7220
0.7,Premium,H,SI2,61.7,58.0,1982
0.3,Ideal,D,SI2,63.0,55.0,574
0.9,Fair,J,VS1,64.6,58.0,2964
1.14,Ideal,H,VVS2,61.9,56.0,7354
0.72,Good,F,VS2,63.5,55.0,2700
1.57,Ideal,G,SI1,61.7,55.0,8752
0.5,Fair,D,SI1,64.6,61.0,1238
0.7,Very Good,D,VS1,63.4,59.0,3001
0.4,Premium,F,VVS2,60.7,58.0,1163
0.9,Good,E,VS2,63.7,54.0,4770
1.56,Ideal,F,SI2,61.6,56.0,10210
0.41,Ideal,E,VS1,62.3,57.0,1079
0.7,Ideal,F,SI1,61.0,56.0,2840
0.3,Ideal,D,VS2,61.6,56.0,670
0.24,Ideal,F,VVS2,61.8,56.0,552
1.51,Very Good,I,SI1,62.7,61.0,8637
0.54,Ideal,G,SI1,61.9,55.0,1736
0.31,Good,H,VS1,59.2,65.0,651
0.42,Very Good,G,VVS2,58.5,63.0,1181
0.23,Very Good,E,VS1,60.4,62.0,378
0.32,Premium,I,SI1,62.7,58.0,554
0.91,Premium,H,SI2,62.7,58.0,3363
0.34,Ideal,F,VVS1,62.0,56.0,967
0.33,Premium,D,SI1,61.5,60.0,780
0.71,Very Good,F,VS1,62.8,56.0,2889
0.4,Ideal,G,SI1,60.2,56.0,900
0.44,Ideal,I,VVS2,61.1,57.0,957
0.5,Very Good,E,VVS1,62.1,56.0,2148
1.11,Premium,G,SI1,60.1,60.0,5281
0.31,Ideal,G,SI1,62.2,55.0,462
0.4,Premium,E,VVS1,61.2,61.0,1397
0.55,Very Good,E,VS2,61.4,57.0,1786
0.56,Ideal,G,VVS1,62.0,56.0,2202
1.1,Ideal,H,SI2,62.6,56.0,4620
0.97,Very Good,F,SI2,59.6,59.0,3977
1.31,Very Good,F,VS1,59.1,60.0,9797
1.1,Very Good,I,VS1,60.8,58.3,5196
0.63,Good,H,IF,59.3,62.0,2404
0.3,Very Good,F,VS1,59.8,59.0,704
0.27,Good,F,VVS1,61.7,61.0,498
0.32,Ideal,E,VVS2,62.0,55.0,842
1.07,Ideal,G,VS1,61.8,57.0,6917
0.36,Premium,E,SI1,62.2,59.0,756
1.09,Good,F,SI2,63.2,58.0,4766
0.55,Ideal,E,VS2,60.3,57.0,1596
1.0,Premium,E,SI1,61.2,58.0,5040
1.06,Very Good,G,VS1,60.5,56.0,6707
1.53,Premium,G,SI1,58.4,59.0,10830
0.4,Premium,E,VS2,62.5,58.0,975
1.14,Very Good,H,SI2,63.3,57.0,4615
0.92,Very Good,H,VS1,62.9,58.0,4228
0.32,Ideal,D,VS2,62.0,55.0,758
0.54,Ideal,F,SI2,61.0,56.0,1173
0.51,Ideal,F,SI1,61.3,56.0,1406
0.32,Good,I,SI1,63.9,55.0,554
2.01,Very Good,H,SI1,60.1,60.0,17476
0.58,Ideal,E,VS2,61.9,56.0,1984
0.9,Very Good,H,SI1,62.3,63.0,3447
0.4,Good,E,SI1,63.9,55.0,687
0.33,Premium,H,VVS1,61.4,59.0,965
1.0,Premium,D,VS1,62.7,54.0,7812
1.08,Very Good,F,SI2,63.1,59.0,3590
0.72,Ideal,D,VS2,62.1,54.0,3450
0.7,Very Good,F,SI1,62.7,57.0,2196
0.5,Ideal,G,VVS1,62.2,56.0,2070
0.57,Ideal,I,SI1,62.5,55.0,1173
2.6,Fair,G,SI2,64.6,57.0,17027
0.31,Premium,G,VS1,62.1,58.0,625
1.16,Very Good,G,SI1,60.5,60.0,5372
1.57,Very Good,H,SI1,62.4,58.0,12392
1.51,Very Good,F,VS1,59.6,63.0,14673
2.01,Good,I,SI1,63.8,57.0,13976
1.29,Ideal,J,SI1,61.5,57.0,6097
0.76,Very Good,H,SI1,61.6,58.0,2663
2.03,Very Good,D,SI2,63.1,59.0,12765
1.01,Premium,I,SI2,59.6,62.0,3665
1.0,Fair,D,SI2,66.5,59.0,3965
0.4,Ideal,E,VS1,62.2,58.0,951
1.06,Premium,E,SI1,59.2,60.0,4078
0.71,Ideal,G,SI1,61.2,58.0,2400
1.2,Good,G,VS1,62.8,59.0,8442
0.32,Premium,G,SI2,62.7,58.0,421
0.47,Ideal,F,VVS1,61.9,55.0,1779
0.75,Ideal,E,SI1,61.4,55.0,3049
0.3,Very Good,H,VVS2,63.1,60.0,776
0.84,Ideal,H,SI2,63.0,56.0,2628
1.0,Premium,E,SI1,62.8,59.0,4805
0.31,Premium,H,VS1,61.4,61.0,698
1.01,Premium,G,VS2,60.7,61.0,5864
0.78,Very Good,F,SI2,62.4,59.0,2586
0.25,Very Good,E,VVS2,59.8,59.0,575
0.7,Very Good,G,VVS2,63.6,57.0,2681
1.13,Very Good,H,SI1,60.1,60.0,4959
0.62,Good,D,SI2,64.0,56.0,1410
0.32,Ideal,F,VVS2,62.1,56.0,741
1.2,Ideal,I,SI2,60.5,58.0,5050
0.91,Premium,J,VS2,61.6,58.0,3058
0.51,Premium,E,VS1,61.3,58.0,1831
1.6,Premium,I,VS2,60.2,58.0,9784
1.11,Ideal,G,SI2,60.5,56.0,4755
0.38,Ideal,E,VS2,61.5,55.0,813
1.5,Good,F,SI2,64.1,55.0,7291
1.12,Very Good,H,SI2,62.9,58.0,4498
1.51,Ideal,G,VS1,60.6,57.0,14507
0.39,Ideal,G,VS1,62.2,54.3,853
1.19,Premium,G,VS2,62.3,58.0,7130
0.73,Premium,G,SI1,60.8,58.0,2163
1.01,Premium,D,SI2,62.2,60.0,4672
2.03,Very Good,I,SI2,62.2,54.0,14239
0.44,Good,E,SI1,63.2,53.0,756
0.51,Ideal,D,VS2,62.4,55.0,1787
1.01,Premium,G,I1,61.1,61.0,3014
0.36,Premium,G,SI2,62.4,58.0,473
0.56,Ideal,F,VS1,61.7,56.0,2016
0.71,Fair,D,SI2,64.6,60.0,2198
0.57,Premium,F,VS2,60.3,58.0,1847
0.31,Very Good,I,VS2,60.8,60.0,435
1.21,Premium,G,SI2,62.7,59.0,5405
0.7,Very Good,F,SI1,61.5,60.0,2553
1.0,Ideal,D,SI1,60.2,57.0,4774
0.59,Ideal,D,SI1,61.0,57.0,1912
1.01,Very Good,F,VS2,61.6,57.0,6773
0.38,Ideal,G,VS2,62.1,54.5,768
0.6,Ideal,D,SI1,62.3,57.0,1840
1.0,Very Good,E,SI2,60.6,60.0,4576
0.33,Ideal,E,VS2,61.9,56.0,928
1.08,Ideal,G,VS1,61.4,56.0,7551
0.9,Premium,G,SI1,61.3,60.0,3774
0.44,Very Good,J,VVS2,63.6,58.0,834
0.31,Ideal,G,VVS1,60.2,61.0,755
0.32,Ideal,G,VVS2,61.1,55.0,936
1.25,Premium,F,VS2,60.8,58.0,9702
0.28,Very Good,G,VVS2,62.3,56.0,522
0.23,Very Good,D,VVS2,62.5,58.0,492
0.7,Premium,G,I1,59.2,61.0,1115
0.58,Ideal,J,SI1,61.5,55.0,1089
1.13,Premium,I,SI2,62.1,60.0,3734
1.01,Good,D,VS1,64.1,55.0,8339
0.31,Very Good,G,SI1,63.2,57.0,593
1.75,Premium,H,SI1,61.4,59.0,13081
1.09,Fair,H,SI1,64.4,60.0,5085
1.03,Good,G,SI2,63.7,60.0,3929
0.9,Very Good,E,SI1,63.6,57.0,3863
0.9,Very Good,E,SI2,59.5,61.0,3139
1.02,Very Good,I,SI2,62.6,56.0,4084
0.3,Very Good,G,VVS2,60.3,57.0,631
0.9,Very Good,H,VS2,62.0,57.0,4155
0.32,Premium,E,I1,60.9,58.0,345
0.24,Ideal,F,IF,62.9,55.0,678
0.32,Very Good,E,VVS1,59.0,61.0,748
0.7,Premium,E,VVS2,61.0,59.0,3389
0.56,Ideal,E,VS1,61.8,55.0,2117
0.34,Ideal,E,VS2,62.2,57.0,829
0.5,Ideal,G,VS2,62.5,57.0,1449
0.7,Fair,F,SI2,65.1,52.0,2394
0.9,Good,H,VS1,60.6,61.0,4072
2.11,Very Good,I,SI1,62.4,53.0,14740
1.2,Premium,I,VS2,62.2,61.0,5006
0.39,Ideal,E,VS2,60.9,55.0,839
0.32,Premium,G,VVS2,60.8,59.0,936
1.0,Good,E,VS2,63.7,56.0,5819
1.03,Ideal,G,SI1,60.8,57.0,5653
0.31,Very Good,G,SI1,63.2,54.0,593
1.59,Very Good,D,SI2,59.9,59.0,10685
